,geneSymbol,pax6_baseMean,pax6_log2FoldChange,pax6_pvalue,pax6_padj,pax6_threshold,tbr2_baseMean,tbr2_log2FoldChange,tbr2_pvalue,tbr2_padj,tbr2_threshold,neg_baseMean,neg_log2FoldChange,neg_pvalue,neg_padj,neg_threshold
ENSMUSG00000000817,Fasl,0.349746645,0.020193808,0.695402129,NA,NA,1.906322156,0.15555926,0.154482925,NA,NA,3.928685569,0.071882454,0.445086451,NA,NA
ENSMUSG00000000823,Znf512b,1034.590738,-0.00146193,0.989627873,0.998537202,FALSE,950.6994871,-0.022831116,0.842098979,0.98189584,FALSE,1676.382144,0.009076777,0.94112736,0.998587315,FALSE
ENSMUSG00000000826,Dnajc5,1308.009111,-0.214241091,0.031121154,0.315543771,FALSE,984.3645753,-0.023234296,0.809491188,0.976458336,FALSE,1427.614462,0.014986171,0.876758054,0.998587315,FALSE
ENSMUSG00000000827,Tpd52l2,659.750782,-0.070587941,0.523907829,0.926260646,FALSE,359.7365552,-0.147581257,0.211627422,0.772202777,FALSE,426.3505043,0.001733152,0.988135726,0.998587315,FALSE
ENSMUSG00000000838,Fmr1,1301.449221,-0.096323025,0.416247402,0.888999046,FALSE,743.3612541,-0.020495658,0.859947768,0.985430573,FALSE,729.5902911,-0.009682449,0.914048083,0.998587315,FALSE
ENSMUSG00000000861,Bcl11a,3293.560552,0.133447047,0.109290227,0.589142248,FALSE,9582.758217,0.106950175,0.24000784,0.794441727,FALSE,12657.0215,-0.08883486,0.261962459,0.953550706,FALSE
ENSMUSG00000000869,Il4,15.79062603,0.067687861,0.744476137,0.964090808,FALSE,12.67998585,0.360140584,0.084091158,0.56782785,FALSE,30.45158523,0.010568471,0.942946967,0.998587315,FALSE
ENSMUSG00000000876,Pxmp4,79.62785438,-0.115228958,0.50124727,0.921054153,FALSE,107.6437728,-0.228625406,0.156598946,0.705895975,FALSE,49.27181253,-0.173709987,0.237002508,0.953550706,FALSE
ENSMUSG00000000881,Dlg3,438.5680341,-0.123400538,0.24218221,0.77190604,FALSE,568.4138102,-0.064917122,0.515076528,0.925537861,FALSE,874.5904619,0.083428789,0.392836468,0.966032646,FALSE
ENSMUSG00000000884,Gnb1l,28.92710213,-0.192110558,0.352405376,0.85539991,FALSE,15.00599471,0.010508586,0.958955946,0.997469482,FALSE,20.30248991,-0.043943535,0.747484158,0.994656521,FALSE
ENSMUSG00000000889,Dbh,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.024694926,-0.006219961,0.754481504,NA,NA
ENSMUSG00000000901,Mmp11,184.9037653,-0.038410165,0.782408582,0.971814746,FALSE,77.0643401,-0.076564688,0.644598096,0.952752271,FALSE,117.1835053,0.007778472,0.955977267,0.998587315,FALSE
ENSMUSG00000000902,Smarcb1,1008.016407,-0.12187076,0.266930666,0.795546793,FALSE,755.445523,-0.1271359,0.196545715,0.755480653,FALSE,1076.263262,-0.025164144,0.769164744,0.995571287,FALSE
ENSMUSG00000000903,Vpreb3,2.097260274,0.083342478,0.515574717,NA,NA,0.922684121,-0.093382054,0.266497931,NA,NA,0.832693786,-0.011500393,0.822785483,NA,NA
ENSMUSG00000000915,Hip1r,101.8269622,-0.072415712,0.690957254,0.958554236,FALSE,382.1763923,-0.119765704,0.296345866,0.835027049,FALSE,192.5711435,-0.272389313,0.01607692,0.54241055,FALSE
ENSMUSG00000000916,Nsun5,188.862768,-0.028740336,0.85779902,0.984548373,FALSE,132.0268358,0.003726881,0.979711967,0.999257357,FALSE,162.8932269,0.060734995,0.654532545,0.989160178,FALSE
ENSMUSG00000000934,Top1mt,39.35815147,-0.097059338,0.631971535,0.949120784,FALSE,19.47789902,-0.230889138,0.269901994,0.817617295,FALSE,49.20566462,-0.102712545,0.485766231,0.975637574,FALSE
ENSMUSG00000000938,Hoxa10,0,NA,NA,NA,NA,0.139380411,0.02750242,0.498966351,NA,NA,0.134553517,0.013790052,0.502531338,NA,NA
ENSMUSG00000000942,Hoxa4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000000948,Snrpn,246.231419,-0.26013958,0.068235183,0.476762129,FALSE,507.1968311,0.086794277,0.525973559,0.928363939,FALSE,932.4023043,0.11643984,0.286790227,0.953828624,FALSE
ENSMUSG00000000957,Mmp14,621.3928064,-0.193881509,0.158550774,0.672608949,FALSE,599.3443576,0.125676928,0.326088669,0.855602905,FALSE,254.915541,-0.112955442,0.27157541,0.953550706,FALSE
ENSMUSG00000000958,Slc7a7,46.2477151,-0.131747051,0.492601161,0.915795574,FALSE,32.27697477,0.283526436,0.170187273,0.723010944,FALSE,21.92076753,0.250290048,0.071830002,0.833456061,FALSE
ENSMUSG00000000959,Oxa1l,688.9525535,-0.073389509,0.476917558,0.91109825,FALSE,461.1524975,-0.062453359,0.598589863,0.942647466,FALSE,524.2966792,-0.051421143,0.581837577,0.987476362,FALSE
ENSMUSG00000000976,Heatr6,879.2071627,0.070021816,0.485411738,0.913829399,FALSE,847.7488593,0.017651573,0.85559118,0.984494693,FALSE,1329.624305,0.10469262,0.217082288,0.951549054,FALSE
ENSMUSG00000000982,Ccl3,0.130438149,-0.0263367,0.510581889,NA,NA,0.351325408,0.043673677,0.391098308,NA,NA,6.17784677,-0.057150612,0.576237505,NA,NA
ENSMUSG00000000983,Wfdc18,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001014,Icam4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001016,Ilf2,971.6731436,0.051525249,0.620810643,0.948448061,FALSE,852.3831635,-0.142863427,0.182344673,0.741258466,FALSE,1116.728874,-0.092930737,0.448590574,0.975637574,FALSE
ENSMUSG00000001017,Chtop,1801.668161,-0.065823498,0.561937094,0.934503736,FALSE,1076.098182,-0.081009527,0.458277099,0.908314698,FALSE,1007.431364,-0.091556134,0.389359766,0.966032646,FALSE
ENSMUSG00000001018,Snapin,415.0321288,0.166566037,0.18106316,0.704853017,FALSE,317.0772977,-0.103622817,0.373178443,0.875586072,FALSE,262.295604,0.01568086,0.890169928,0.998587315,FALSE
ENSMUSG00000001020,S100a4,0.10266275,-0.02459935,0.529597944,NA,NA,0,NA,NA,NA,NA,1.023719434,0.066527334,0.130249077,NA,NA
ENSMUSG00000001021,S100a3,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001023,S100a5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001025,S100a6,2.57338865,0.169307374,0.237399167,NA,NA,0.2641144,-0.042066928,0.39908698,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001027,Scn4a,0.11485068,0.026691148,0.499263537,NA,NA,0.123735215,0.026712137,0.505358831,NA,NA,0.659783456,0.022505981,0.59698348,NA,NA
ENSMUSG00000001029,Icam2,2.112186324,-0.096563579,0.408856993,NA,NA,2.503678732,0.122733109,0.308404312,NA,NA,2.208044532,-0.204757992,0.006879516,NA,NA
ENSMUSG00000001034,Mapk7,491.5091182,-0.036064998,0.799518119,0.975436239,FALSE,732.1563406,-0.022196896,0.851907485,0.983628488,FALSE,785.7889276,-0.052405359,0.646426638,0.989160178,FALSE
ENSMUSG00000001036,Epn2,468.9378592,-0.061198024,0.599436005,0.941235905,FALSE,363.0423632,0.084601891,0.483338903,0.918328177,FALSE,730.5724806,-0.01412044,0.876373828,0.998587315,FALSE
ENSMUSG00000001039,B9d1,126.0744355,-0.089082297,0.57149812,0.9359625,FALSE,53.86260868,-0.171021406,0.353105852,0.868264794,FALSE,116.6004126,0.104767001,0.4358368,0.975637574,FALSE
ENSMUSG00000001052,Sec24b,2006.479686,-0.131294003,0.137320823,0.642457622,FALSE,1091.500176,0.059497438,0.530426691,0.929667084,FALSE,1583.709078,0.041369987,0.584677338,0.987476362,FALSE
ENSMUSG00000001053,N4bp3,12.5287988,0.014795087,0.942806502,0.994215504,FALSE,1.284092615,0.039405971,0.703210613,NA,NA,5.18626573,-0.192508057,0.053371227,NA,NA
ENSMUSG00000001054,Rmnd5b,169.1570343,-0.174674499,0.226922279,0.756891256,FALSE,136.0364179,0.143871856,0.353503893,0.868288475,FALSE,241.7881679,0.072826897,0.481512123,0.975637574,FALSE
ENSMUSG00000001056,Nhp2,154.3286476,-0.125010998,0.39701807,0.882425761,FALSE,70.43823932,-0.203513051,0.246522108,0.798164124,FALSE,82.82864403,-0.426539105,0.001984529,0.240403362,FALSE
ENSMUSG00000001062,Vps9d1,239.4011133,-0.015514935,0.918584651,0.993768963,FALSE,292.6960253,0.067881317,0.582802331,0.940287997,FALSE,482.2329523,0.134747813,0.213962467,0.951549054,FALSE
ENSMUSG00000001065,Zfp276,218.0137925,0.176821591,0.208433942,0.735278623,FALSE,197.4092856,-0.078665043,0.570053898,0.937079971,FALSE,259.0385605,-0.07132824,0.601299911,0.987507028,FALSE
ENSMUSG00000001076,C1ql4,0.827769998,0.082697788,0.327345184,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001082,Mfsd10,172.0575518,-0.084642951,0.641170361,0.950175963,FALSE,100.6357304,-0.067892268,0.666225879,0.956997042,FALSE,171.6310843,-0.086904893,0.551191243,0.985404127,FALSE
ENSMUSG00000001089,Luzp1,1558.834732,0.154616529,0.095244335,0.559364196,FALSE,936.6770643,0.076768273,0.442548983,0.901269277,FALSE,955.6968617,0.019060681,0.825809481,0.997722504,FALSE
ENSMUSG00000001095,Slc13a2,0,NA,NA,NA,NA,0.486507895,-0.032955031,0.591920456,NA,NA,0.309278537,-0.019205403,0.428718332,NA,NA
ENSMUSG00000001098,Kctd10,68.46584665,0.041036658,0.816018898,0.978549452,FALSE,179.1050163,-0.033878912,0.807615002,0.975706599,FALSE,189.8001982,-0.087252559,0.512902582,0.979645566,FALSE
ENSMUSG00000001100,Poldip2,364.5426558,-0.052613783,0.664302588,0.954984523,FALSE,419.6380667,-0.004681455,0.966196611,0.997899981,FALSE,445.9125377,-0.022745426,0.85037391,0.998587315,FALSE
ENSMUSG00000001103,Sebox,1.041226164,0.036318057,0.69752704,NA,NA,1.767839547,0.070586135,0.531026319,NA,NA,2.907309441,0.004822704,0.95290064,NA,NA
ENSMUSG00000001105,Ift20,341.1795947,0.059046738,0.607019315,0.943706665,FALSE,360.6388792,-0.078871579,0.550350236,0.931783266,FALSE,362.4483769,-0.109311231,0.324675998,0.963221449,FALSE
ENSMUSG00000001119,Col6a1,0.11485068,0.026691148,0.499263537,NA,NA,0.358767084,-0.018415169,0.737167412,NA,NA,0.488024111,0.02932843,0.320431608,NA,NA
ENSMUSG00000001120,Pcbp3,303.390429,-0.172214447,0.238248148,0.766825131,FALSE,203.0924552,0.008000862,0.950391811,0.996770616,FALSE,243.8332227,-0.057732061,0.621880912,0.989160178,FALSE
ENSMUSG00000001123,Lgals9,0.484845795,-0.066211199,0.288538286,NA,NA,0.622471738,0.06162573,0.439276108,NA,NA,4.446216641,-0.062258725,0.514562653,NA,NA
ENSMUSG00000001127,Araf,965.2643687,0.01697026,0.856329201,0.984484302,FALSE,1014.539349,-0.065367047,0.486924343,0.918573964,FALSE,907.2302454,-0.001663554,0.986824319,0.998587315,FALSE
ENSMUSG00000001128,Cfp,214.7734904,0.098341654,0.57701191,0.937016958,FALSE,182.0958121,0.172703766,0.308654984,0.840706414,FALSE,197.7536072,-0.04071239,0.735671129,0.994656521,FALSE
ENSMUSG00000001131,Timp1,11.97316823,0.221253334,0.250905534,0.779167158,FALSE,7.389271173,0.269616803,0.161120254,0.711716812,FALSE,17.76148123,0.103301432,0.451309772,0.975637574,FALSE
ENSMUSG00000001134,Uxt,52.77657218,-0.13415975,0.472004217,0.909860015,FALSE,27.59898406,0.120708735,0.546159179,0.930783243,FALSE,20.68539236,0.06392824,0.644283051,0.989160178,FALSE
ENSMUSG00000001138,Cnnm3,843.8063916,0.05777217,0.604979355,0.942134359,FALSE,820.9725958,-0.047090571,0.617052635,0.94725338,FALSE,684.7476844,-0.098121742,0.391449728,0.966032646,FALSE
ENSMUSG00000001143,Lman2l,504.2980802,-0.00553137,0.962103188,0.99561496,FALSE,438.4060932,-0.042349894,0.720276421,0.96512342,FALSE,532.86205,0.061232227,0.546738752,0.98519269,FALSE
ENSMUSG00000001150,Mcm3ap,692.4461952,-0.071263168,0.526681976,0.926604918,FALSE,744.0835085,-0.065147167,0.517718606,0.925537861,FALSE,826.2531415,-0.094285622,0.349306305,0.966032646,FALSE
ENSMUSG00000001151,Pcnt,1155.735374,-0.104685585,0.339680889,0.847513812,FALSE,685.6535897,-0.171462763,0.096007699,0.599330123,FALSE,661.639044,-0.088971119,0.475125602,0.975637574,FALSE
ENSMUSG00000001155,Ftcd,0.229701361,0.034212852,0.443443171,NA,NA,0.369399426,-0.045764678,0.37852229,NA,NA,0.590320989,0.05830747,0.153791239,NA,NA
ENSMUSG00000001156,Mxd1,220.8268839,0.238349581,0.069511028,0.480491281,FALSE,397.5565713,-0.305609174,0.008471616,0.17347262,FALSE,345.775544,-0.073199808,0.509250085,0.978163004,FALSE
ENSMUSG00000001157,Gmcl1,327.6037662,0.058796449,0.607762491,0.943741558,FALSE,509.3270562,-0.071500555,0.487061051,0.918573964,FALSE,549.8780819,0.123559543,0.19643425,0.937357722,FALSE
ENSMUSG00000001158,Snrnp27,167.6496177,-0.111318786,0.424940602,0.891340417,FALSE,136.1112632,0.081467199,0.561341242,0.933295154,FALSE,110.9942709,-0.119682299,0.376774674,0.966032646,FALSE
ENSMUSG00000001166,Oas1c,1.943122447,0.05729612,0.612979045,NA,NA,4.245683058,-0.128111237,0.444594346,NA,NA,8.547464323,0.172867476,0.148693882,NA,NA
ENSMUSG00000001168,Oas1h,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.024694926,-0.006219961,0.754481504,NA,NA
ENSMUSG00000001173,Ocrl,794.3577656,0.073073452,0.494845817,0.917330999,FALSE,517.6988524,0.127853086,0.186756457,0.745847562,FALSE,806.4177916,0.161434201,0.17342688,0.932853406,FALSE
ENSMUSG00000001175,Calm1,2772.400242,-0.04324966,0.589883965,0.940081308,FALSE,2618.95015,-0.229473579,0.030680102,0.357633264,FALSE,3871.156645,-0.188126306,0.050342567,0.781416959,FALSE
ENSMUSG00000001211,Agpat3,623.1907544,0.017481593,0.866065842,0.985984557,FALSE,483.5021004,-0.188271127,0.064176627,0.507861609,FALSE,677.6739242,0.019728523,0.826986233,0.997722504,FALSE
ENSMUSG00000001225,Slc26a3,7.676556351,0.227092785,0.21518867,NA,NA,4.054826342,0.054093709,0.74758332,NA,NA,2.624439712,0.074535009,0.337874631,NA,NA
ENSMUSG00000001227,Sema6b,11.27200113,0.502274994,0.007446109,0.122062705,FALSE,58.10518723,0.200045805,0.33163875,0.857381396,FALSE,276.4904717,-0.007287027,0.958136466,0.998587315,FALSE
ENSMUSG00000001228,Uhrf1,1150.142796,-0.121300143,0.348660276,0.853163342,FALSE,118.1546299,-0.39942243,0.036541561,0.390799853,FALSE,76.04222026,-0.216425207,0.145197693,0.921057435,FALSE
ENSMUSG00000001229,Dpp9,369.6861178,-0.003511244,0.979776316,0.997463782,FALSE,357.9675822,-0.042260995,0.748896555,0.970292242,FALSE,385.6620936,0.022215946,0.859891132,0.998587315,FALSE
ENSMUSG00000001240,Ramp2,15.84898901,-0.114951102,0.578047408,0.937016958,FALSE,5.152273323,0.028304522,0.871828993,NA,NA,14.91299461,0.091386607,0.510156443,NA,NA
ENSMUSG00000001247,Lsr,70.80755914,-0.461230669,0.009504219,0.145074089,FALSE,33.91629845,-0.525217738,0.010067421,0.190928897,FALSE,21.74792993,-0.305051941,0.034109241,0.708295593,FALSE
ENSMUSG00000001248,Gramd1a,549.8921957,-0.126971956,0.314833166,0.82920026,FALSE,1226.521635,-0.147466124,0.216671212,0.77509036,FALSE,1574.77181,-0.114077218,0.33841053,0.963221449,FALSE
ENSMUSG00000001249,Hpn,0.736823976,0.085256873,0.299342516,NA,NA,0.392862469,0.01906374,0.757668798,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001260,Gabrg1,96.00070809,2.249135297,2.15E-28,1.43E-25,TRUE,24.54949416,1.13828048,5.09E-08,9.55E-06,TRUE,8.228433339,0.260061071,0.042122277,NA,NA
ENSMUSG00000001270,Ckb,2845.005764,-0.047970167,0.695398281,0.958554236,FALSE,1238.231702,-0.259563714,0.00604228,0.13845655,FALSE,942.1646477,-0.348741072,0.000700248,0.14175169,FALSE
ENSMUSG00000001280,Sp1,2274.964252,0.019984223,0.835085228,0.980693152,FALSE,861.7549085,0.008541548,0.937337297,0.994198893,FALSE,864.9952364,-0.027759037,0.74237956,0.994656521,FALSE
ENSMUSG00000001281,Itgb7,88.58942047,0.185420771,0.339175869,0.846918596,FALSE,66.49445171,0.39619351,0.048674103,0.44807453,FALSE,71.46214724,-0.099292693,0.466104128,0.975637574,FALSE
ENSMUSG00000001285,Myg1,370.5647059,-0.023301029,0.847031628,0.984204466,FALSE,168.2970699,-0.086700381,0.510996754,0.925537861,FALSE,191.8626931,-0.157054631,0.200422838,0.941945971,FALSE
ENSMUSG00000001288,Rarg,20.55775611,0.006572701,0.97484192,0.996377702,FALSE,10.4617152,-0.057869791,0.774741142,0.97112769,FALSE,55.7221062,-0.058733802,0.683412427,0.992022104,FALSE
ENSMUSG00000001289,Pfdn5,329.3017248,-0.208993921,0.074439952,0.497956558,FALSE,481.0524026,-0.283004529,0.043245191,0.425226254,FALSE,367.1396156,-0.492564602,5.77E-07,0.000843741,TRUE
ENSMUSG00000001300,Efnb2,3590.817155,-0.023487998,0.814526512,0.978238209,FALSE,3268.515131,0.013299735,0.907861748,0.989891611,FALSE,4908.357856,0.039828998,0.746593527,0.994656521,FALSE
ENSMUSG00000001305,Rrp15,218.1847742,-0.130635835,0.396510636,0.882302613,FALSE,67.40076679,-0.07956181,0.655076516,0.954775537,FALSE,120.8040139,-0.15045425,0.24669173,0.953550706,FALSE
ENSMUSG00000001313,Rnd2,132.4429255,0.745195951,1.35E-05,0.000635868,TRUE,1778.597791,-0.00136223,0.988226707,0.999730607,FALSE,711.5982025,-0.014143371,0.922260049,0.998587315,FALSE
ENSMUSG00000001323,Srr,207.7981291,0.124371373,0.38775375,0.876843362,FALSE,173.5750368,0.125171798,0.339838155,0.860969734,FALSE,289.6735535,0.018814855,0.859494108,0.998587315,FALSE
ENSMUSG00000001333,Sync,16.69335143,0.050538128,0.80543198,0.976620442,FALSE,10.86182941,-0.296260271,0.145295978,0.685649269,FALSE,10.54472329,0.041019148,0.755582971,NA,NA
ENSMUSG00000001334,Fndc5,12.93806496,0.020985906,0.91802934,0.993768963,FALSE,13.97797872,0.006093386,0.976333656,0.999257357,FALSE,31.10617167,0.033633606,0.82092233,0.997722504,FALSE
ENSMUSG00000001348,Acp5,0.10266275,-0.02459935,0.529597944,NA,NA,0.231430298,0.000189412,0.996726269,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001349,Cnn1,17.98113658,0.157407699,0.450401187,0.901182938,FALSE,12.97790195,0.602081729,0.00345851,0.097010985,FALSE,8.661863218,-0.032115195,0.774677464,NA,NA
ENSMUSG00000001366,Fbxo9,244.3418628,-0.155445468,0.247667148,0.776105206,FALSE,203.0456798,-0.117379316,0.466046751,0.910640776,FALSE,228.436042,0.044126539,0.703370065,0.994154453,FALSE
ENSMUSG00000001376,Ccdc132,810.5843983,0.023050061,0.850283941,0.984204466,FALSE,552.7511175,0.052846248,0.609746827,0.945643097,FALSE,821.4262746,0.056213963,0.586273697,0.987476362,FALSE
ENSMUSG00000001379,Apbb3,147.0894745,0.056548107,0.712756169,0.961183056,FALSE,119.5005895,0.032649447,0.838115139,0.981323637,FALSE,142.9905522,0.00660876,0.958718219,0.998587315,FALSE
ENSMUSG00000001380,Hars,299.7783345,-0.29043546,0.017239858,0.220688319,FALSE,235.1905612,-0.197008146,0.100894086,0.608151283,FALSE,312.1024097,-0.128485654,0.270917019,0.953550706,FALSE
ENSMUSG00000001383,Zmat2,318.3372992,-0.249706577,0.081445331,0.519018545,FALSE,469.8885533,-0.160177022,0.137194137,0.675252212,FALSE,388.7844586,-0.197358769,0.087616437,0.873331516,FALSE
ENSMUSG00000001403,Ube2c,1818.419577,-0.225832432,0.169073605,0.690484816,FALSE,301.3151245,-0.436466187,0.016106319,0.255693824,FALSE,41.24564855,-0.27719661,0.058048637,0.805593437,FALSE
ENSMUSG00000001415,Smg5,617.3400736,-0.066406281,0.651613167,0.954156274,FALSE,400.533585,-0.04933417,0.656851358,0.955370454,FALSE,569.3426232,-0.076900901,0.493504241,0.975637574,FALSE
ENSMUSG00000001416,Cct3,1257.657618,-0.17803831,0.05159595,0.415899803,FALSE,758.3699533,-0.092416338,0.394635005,0.881528079,FALSE,773.6624561,-0.228681562,0.055534396,0.792974089,FALSE
ENSMUSG00000001417,Rhbg,22.57982627,-0.011046779,0.957761019,0.99561496,FALSE,9.392436589,0.087520443,0.648770354,0.952752271,FALSE,2.474821565,-0.059448051,0.333699389,NA,NA
ENSMUSG00000001418,0610031J06Rik,135.0314426,0.000478605,0.997482244,0.999903245,FALSE,159.1279983,-0.108647866,0.451250903,0.90555961,FALSE,132.0735634,0.005483775,0.96884857,0.998587315,FALSE
ENSMUSG00000001419,Mef2d,1222.530177,-0.034071191,0.809394673,0.977284663,FALSE,1216.094151,0.070463071,0.542037589,0.930783243,FALSE,1533.159389,-0.110242457,0.346892109,0.966032646,FALSE
ENSMUSG00000001420,Tmem79,1.016427957,0.03311814,0.727055778,NA,NA,0.25370224,0.002449625,0.959078797,NA,NA,0.259863953,0.024265214,0.363634547,NA,NA
ENSMUSG00000001424,Snd1,760.5295309,-0.168943633,0.189369995,0.717307612,FALSE,567.2448153,-0.089500401,0.386097162,0.880714395,FALSE,644.6658613,-0.081285298,0.445787187,0.975637574,FALSE
ENSMUSG00000001435,Col18a1,371.0477798,0.099121156,0.402998729,0.88540906,FALSE,23.24333521,-0.156759593,0.439771039,0.900395896,FALSE,43.13080621,-0.079189038,0.594002474,0.987476362,FALSE
ENSMUSG00000001436,Slc19a1,220.901267,0.078005342,0.568672996,0.93557533,FALSE,105.5699377,0.04696737,0.767070918,0.971028661,FALSE,230.8392697,0.030834749,0.812583901,0.997722504,FALSE
ENSMUSG00000001440,Kpnb1,5161.342261,-0.063177485,0.551690619,0.93205581,FALSE,2052.088056,-0.076594766,0.422188518,0.894668127,FALSE,1913.954292,-0.072097758,0.441884562,0.975637574,FALSE
ENSMUSG00000001441,Npepps,1458.962398,0.083612192,0.353914168,0.855940187,FALSE,1318.808957,0.052251466,0.568223489,0.935948362,FALSE,1546.618699,0.055084773,0.53749928,0.984193644,FALSE
ENSMUSG00000001444,Tbx21,1.262179471,0.012188046,0.907867445,NA,NA,0.507404479,0.004463808,0.942378798,NA,NA,0.399965354,-0.012869127,0.710704508,NA,NA
ENSMUSG00000001445,Mrpl10,118.6065485,-0.041081329,0.804874921,0.976574439,FALSE,86.89039091,0.032299155,0.846636082,0.982024038,FALSE,92.81979437,-0.070916997,0.613393641,0.989160178,FALSE
ENSMUSG00000001467,Cyp51,1529.170502,0.088675223,0.489679605,0.914611293,FALSE,568.3678191,0.065398466,0.523042865,0.92697574,FALSE,1179.128148,-0.00396906,0.974027432,0.998587315,FALSE
ENSMUSG00000001472,Tcf25,1187.077493,-0.187407896,0.03621123,0.344167269,FALSE,1254.057673,-0.062192573,0.587664318,0.940287997,FALSE,1720.702473,-0.071824591,0.490187632,0.975637574,FALSE
ENSMUSG00000001473,Tubb6,29.74007485,0.019958752,0.923292534,0.993866859,FALSE,17.51329765,-0.179967748,0.390183007,0.881371426,FALSE,36.36730194,-0.005779063,0.968975834,0.998587315,FALSE
ENSMUSG00000001482,Def8,169.3180372,-0.098316989,0.526993038,0.926604918,FALSE,201.6025237,-0.140104706,0.313931096,0.845159872,FALSE,235.9738949,-0.057675374,0.601172798,0.987507028,FALSE
ENSMUSG00000001493,Meox1,0.727863354,-0.064422933,0.389536317,NA,NA,0.418141234,0.049994262,0.357932462,NA,NA,0.281099901,0.0256058,0.35043994,NA,NA
ENSMUSG00000001494,Sost,0.221460039,0.00433647,0.922355376,NA,NA,0.497009407,-0.05862808,0.316995399,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001496,Nkx2-1,0.260876298,-0.034092483,0.45079006,NA,NA,0.124252352,-0.026983359,0.501274724,NA,NA,4.514020646,0.055887397,0.495648626,NA,NA
ENSMUSG00000001497,Pax9,0.661733869,-0.025384121,0.720616342,NA,NA,0.226822628,-0.000308697,0.994624483,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001504,Irx2,1.873521259,0.17818625,0.107935184,NA,NA,0.62412113,0.020623629,0.791765867,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000001506,Col1a1,9.568211164,-0.139911512,0.44436924,0.898964304,FALSE,0.478900729,0.039304719,0.558991122,NA,NA,2.224559789,0.005213674,0.946747271,NA,NA
